,序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音,definition
1739,1740,問好,進階,第4級,6.社交、人際,3,1,"[['問好', ['43979']]]",ㄨㄣˋ ㄏㄠˇ,wènhǎo,"to say hello to, to send one's regards to"
1740,1741,新郎,進階,第4級,6.社交、人際,7,2,"[['新郎', ['27737']]]",ㄒㄧㄣ ㄌㄤˊ,xīnláng,"bridegroom, groom"
1741,1742,新娘,進階,第4級,6.社交、人際,19,12,"[['新娘', ['27736']]]",ㄒㄧㄣ ㄋㄧㄤˊ,xīnniáng,bride
1742,1743,邀請,進階,第4級,6.社交、人際,58,61,"[['邀請', ['41042']]]",ㄧㄠ ㄑㄧㄥˇ,yāoqǐng,"to invite, invitation, CL:個|个[ge4]"
1743,1744,病房,進階,第4級,7.身體、醫療,21,27,"[['病房', ['1833']]]",ㄅㄧㄥˋ ㄈㄤˊ,bìngfáng,"ward (of a hospital), sickroom, CL:間|间[jian1]"
1744,1745,成熟,進階,第4級,7.身體、醫療,64,54,"[['成熟', ['32324']]]",ㄔㄥˊ ㄕㄡˊ,chéngshóu,"mature, ripe, to mature, to ripen, Taiwan pr. [cheng2 shou2]"
1745,1746,耳,進階,第4級,7.身體、醫療,62,15,"[['耳', ['39891']]]",ㄦˇ,ěr,"ear, handle (archaeology), and that is all (Classical Chinese)"
1746,1747,功能,進階,第4級,7.身體、醫療,170,141,"[['功能', ['17623']]]",ㄍㄨㄥ ㄋㄥˊ,gōngnéng,"function, capability"
1747,1748,喉嚨/喉,進階,第4級,7.身體、醫療,28,12,"[['喉嚨', ['19527']], ['喉', ['19526']]]",ㄏㄡˊ ㄌㄨㄥˊ/ㄏㄡˊ,hóulóng/hóu,the throat
1748,1749,呼吸,進階,第4級,7.身體、醫療,79,52,"[['呼吸', ['19866']]]",ㄏㄨ ㄒㄧ,hūxī,to breathe
1749,1750,恢復,進階,第4級,7.身體、醫療,85,75,"[['恢復', ['20479']]]",ㄏㄨㄟ ㄈㄨˋ,huīfù,"to reinstate, to resume, to restore, to recover, to regain, to rehabilitate"
1750,1751,活,進階,第4級,7.身體、醫療,205,171,"[['活', ['20257']]]",ㄏㄨㄛˊ,huó,"to live, alive, living, work, workmanship"
1751,1752,救,進階,第4級,7.身體、醫療,71,95,"[['救', ['22697']]]",ㄐㄧㄡˋ,jiù,"to save, to assist, to rescue"
1752,1753,口罩,進階,第4級,7.身體、醫療,3,18,"[['口罩', ['18336']]]",ㄎㄡˇ ㄓㄠˋ,kǒuzhào,mask (surgical etc)
1753,1754,拉肚子,進階,第4級,7.身體、醫療,4,6,"[['拉肚子', ['13164']]]",ㄌㄚ ㄉㄨˋ ˙ㄗ,lādùzi,(coll.) to have diarrhea
1754,1755,腦子/腦,進階,第4級,7.身體、醫療,152,64,"[['腦子', ['12332']], ['腦', ['12299']]]",ㄋㄠˇ ˙ㄗ/ㄋㄠˇ,nǎozi/nǎo,"brains, mind, CL:個|个[ge4]"
1755,1756,胖子,進階,第4級,7.身體、醫療,9,4,[],ㄆㄤˋ ˙ㄗ,pàngzi,"fat person, fatty"
1756,1757,皮膚,進階,第4級,7.身體、醫療,64,46,"[['皮膚', ['2993']]]",ㄆㄧˊ ㄈㄨ,pífū,"skin, CL:層|层[ceng2], 塊|块[kuai4]"
1757,1758,全身,進階,第4級,7.身體、醫療,16,7,"[['全身', ['26069']]]",ㄑㄩㄢˊ ㄕㄣ,quánshēn,"the whole body, (typography) em"
1758,1759,傷,進階,第4級,7.身體、醫療,47,46,"[['傷', ['34829']]]",ㄕㄤ,shāng,"to injure, injury, wound"
1759,1760,受傷,進階,第4級,7.身體、醫療,56,80,"[['受傷', ['34329']]]",ㄕㄡˋ ㄕㄤ,shòushāng,"to sustain injuries, wounded (in an accident etc), harmed"
1760,1761,手指頭/手指/指頭,進階,第4級,7.身體、醫療,82,25,[],ㄕㄡˇ ㄓˇ ˙ㄊㄡ/ㄕㄡˇ ㄓˇ/ㄓˇ ˙ㄊㄡ,shǒuzhǐtou/shǒuzhǐ/zhǐtou,"fingertip, finger"
1761,1762,疼痛,進階,第4級,7.身體、醫療,63,17,"[['疼痛', ['10660']]]",ㄊㄥˊ ㄊㄨㄥˋ,téngtòng,"pain, (of a body part) to be painful, to be sore, to hurt, (of a person) to be in pain"
1762,1763,體力,進階,第4級,7.身體、醫療,31,39,"[['體力', ['10787']]]",ㄊㄧˇ ㄌㄧˋ,tǐlì,"physical strength, physical power"
1763,1764,停止,進階,第4級,7.身體、醫療,99,62,"[['停止', ['11365']]]",ㄊㄧㄥˊ ㄓˇ,tíngzhǐ,"to stop, to halt, to cease"
1764,1765,牙齒/牙,進階,第4級,7.身體、醫療,57,68,"[['牙齒', ['40815']], ['牙', ['40809']]]",ㄧㄚˊ ㄔˇ/ㄧㄚˊ,yáchǐ/yá,"tooth, dental, CL:顆|颗[ke1]"
1765,1766,眼淚/淚,進階,第4級,7.身體、醫療,77,44,"[['眼淚', ['41804']], ['淚', ['13386']]]",ㄧㄢˇ ㄌㄟˋ/ㄌㄟˋ,yǎnlèi/lèi,"tears, crying, CL:滴[di1]"
1766,1767,用力,進階,第4級,7.身體、醫療,50,28,"[['用力', ['45097']]]",ㄩㄥˋ ㄌㄧˋ,yònglì,to exert oneself physically
1767,1768,醉,進階,第4級,7.身體、醫療,18,3,"[['醉', ['37579']]]",ㄗㄨㄟˋ,zuì,intoxicated
1768,1769,報名,進階,第4級,8.教育、學習,9,13,"[['報名', ['796']]]",ㄅㄠˋ ㄇㄧㄥˊ,bàomíng,"to sign up, to enter one's name, to apply, to register, to enroll, to enlist"
1769,1770,筆記,進階,第4級,8.教育、學習,28,14,"[['筆記', ['1264']]]",ㄅㄧˇ ㄐㄧˋ,bǐjì,"to take down (in writing), notes, a type of literature consisting mainly of short sketches, CL:本[ben3]"
1770,1771,筆記本,進階,第4級,8.教育、學習,13,5,[],ㄅㄧˇ ㄐㄧˋ ㄅㄣˇ,bǐjìběn,"notebook (stationery), CL:本[ben3], notebook (computing)"
1771,1772,表現,進階,第4級,8.教育、學習,237,84,"[['表現', ['1522']]]",ㄅㄧㄠˇ ㄒㄧㄢˋ,biǎoxiàn,"to show, to show off, to display, to manifest, expression, manifestation, show, display, performance (at work etc), behavior"
1772,1773,博士,進階,第4級,8.教育、學習,111,415,"[['博士', ['200']]]",ㄅㄛˊ ㄕˋ,bóshì,"doctor, court academician (in feudal China), Ph.D."
1773,1774,補習班,進階,第4級,8.教育、學習,10,12,"[['補習班', ['1896']]]",ㄅㄨˇ ㄒㄧˊ ㄅㄢ,bǔxíbān,"cram class, cram school, evening classes"
1774,1775,地球,進階,第4級,8.教育、學習,80,346,"[['地球', ['8466']]]",ㄉㄧˋ ㄑㄧㄡˊ,dìqiú,"the earth, CL:個|个[ge4]"
1775,1776,動詞,進階,第4級,8.教育、學習,4,2,"[['動詞', ['9894']]]",ㄉㄨㄥˋ ㄘˊ,dòngcí,verb
1776,1777,發明,進階,第4級,8.教育、學習,66,57,"[['發明', ['5121']]]",ㄈㄚ ㄇㄧㄥˊ,fāmíng,"to invent, an invention, CL:個|个[ge4]"
1777,1778,發音,進階,第4級,8.教育、學習,14,7,"[['發音', ['5205']]]",ㄈㄚ ㄧㄣ,fāyīn,"to pronounce, pronunciation, to emit sound"
1778,1779,反對,進階,第4級,8.教育、學習,107,77,"[['反對', ['5597']]]",ㄈㄢˇ ㄉㄨㄟˋ,fǎnduì,"to oppose, to be against, to object to"
1779,1780,翻譯/譯,進階,第4級,8.教育、學習,64,19,"[['翻譯', ['5513']], ['譯', ['40747']]]",ㄈㄢ ㄧˋ/ㄧˋ,fānyì/yì,"to translate, to interpret, translator, interpreter, translation, interpretation, CL:個|个[ge4], 位[wei4], 名[ming2]"
1780,1781,訪問/訪,進階,第4級,8.教育、學習,66,99,"[['訪問', ['6017']], ['訪', ['6008']]]",ㄈㄤˇ ㄨㄣˋ/ㄈㄤˇ,fǎngwèn/fǎng,"to visit, to call on, to interview, CL:次[ci4]"
1781,1782,分數,進階,第4級,8.教育、學習,28,21,"[['分數', ['5768']]]",ㄈㄣ ㄕㄨˋ,fēnshù,"(exam) grade, mark, score, fraction"
1782,1783,複習,進階,第4級,8.教育、學習,4,12,"[['複習', ['6669']]]",ㄈㄨˋ ㄒㄧˊ,fùxí,"to review, revision, CL:次[ci4]"
1783,1784,觀念,進階,第4級,8.教育、學習,161,156,"[['觀念', ['17387']]]",ㄍㄨㄢ ㄋㄧㄢˋ,guānniàn,"notion, thought, concept, sense, views, ideology, general impressions"
1784,1785,規則,進階,第4級,8.教育、學習,59,14,"[['規則', ['17198']]]",ㄍㄨㄟ ㄗㄜˊ,guīzé,"rule, regulation, rules and regulations"
1785,1786,國際,進階,第4級,8.教育、學習,121,326,"[['國際', ['16981']]]",ㄍㄨㄛˊ ㄐㄧˋ,guójì,international
1786,1787,漢語,進階,第4級,8.教育、學習,6,7,"[['漢語', ['19740']]]",ㄏㄢˋ ㄩˇ,hànyǔ,"Chinese language, CL:門|门[men2]"
1787,1788,會話,進階,第4級,8.教育、學習,2,4,"[['會話', ['20667']]]",ㄏㄨㄟˋ ㄏㄨㄚˋ,huìhuà,"(language learning) conversation, dialog, to converse (in a non-native language), (computing) session, CL:個|个[ge4], 次[ci4]"
1788,1789,級,進階,第4級,8.教育、學習,35,43,"[['級', ['21360']]]",ㄐㄧˊ,jí,"level, grade, rank, step (of stairs), CL:個|个[ge4], classifier: step, level"
1789,1790,紀錄,進階,第4級,8.教育、學習,61,114,"[['紀錄', ['21590']]]",ㄐㄧˋ ㄌㄨˋ,jìlù,"to record, record (written account), note-taker, record (in sports etc), CL:個|个[ge4]"
1790,1791,家長,進階,第4級,8.教育、學習,82,85,"[['家長', ['21836']]]",ㄐㄧㄚ ㄓㄤˇ,jiāzhǎng,"head of a household, family head, patriarch, parent or guardian of a child"
1791,1792,獎學金,進階,第4級,8.教育、學習,8,6,"[['獎學金', ['23474']]]",ㄐㄧㄤˇ ㄒㄩㄝˊ ㄐㄧㄣ,jiǎngxuéjīn,"scholarship, CL:筆|笔[bi3]"
1792,1793,教師,進階,第4級,8.教育、學習,96,15,"[['教師', ['22548']]]",ㄐㄧㄠˋ ㄕ,jiàoshī,"teacher, CL:個|个[ge4]"
1793,1794,教學,進階,第4級,8.教育、學習,103,62,"[['教學', ['22544']]]",ㄐㄧㄠˋ ㄒㄩㄝˊ,jiàoxué,"teaching, instruction, CL:次[ci4]"
1794,1795,節,進階,第4級,8.教育、學習,38,59,"[['節', ['22133']]]",ㄐㄧㄝˊ,jié,"joint, node, (bound form) section, segment, solar term (one of the 24 divisions of the year in the traditional Chinese calendar), seasonal festival, (bound form) to economize, to save, (bound form) moral integrity, chastity, classifier for segments: lessons, train wagons, biblical verses etc, knot (nautical miles per hour)"
1795,1796,近年,進階,第4級,8.教育、學習,30,50,"[['近年', ['23284']]]",ㄐㄧㄣˋ ㄋㄧㄢˊ,jìnnián,recent year(s)
1796,1797,考卷,進階,第4級,8.教育、學習,5,10,"[['考卷', ['18267']]]",ㄎㄠˇ ㄐㄩㄢˋ,kǎojuàn,exam paper
1797,1798,課程,進階,第4級,8.教育、學習,134,92,"[['課程', ['18097']]]",ㄎㄜˋ ㄔㄥˊ,kèchéng,"course, academic program, CL:堂[tang2], 節|节[jie2], 門|门[men2]"
1798,1799,科技,進階,第4級,8.教育、學習,122,113,"[['科技', ['17944']]]",ㄎㄜ ㄐㄧˋ,kējì,science and technology
1799,1800,課文,進階,第4級,8.教育、學習,3,2,"[['課文', ['18102']]]",ㄎㄜˋ ㄨㄣˊ,kèwén,"text, CL:篇[pian1]"
1800,1801,科學,進階,第4級,8.教育、學習,286,124,"[['科學', ['17948']]]",ㄎㄜ ㄒㄩㄝˊ,kēxué,"science, scientific knowledge, scientific, rational, CL:門|门[men2], 個|个[ge4], 種|种[zhong3]"
1801,1802,口音,進階,第4級,8.教育、學習,11,1,"[['口音', ['18354']]]",ㄎㄡˇ ㄧㄣ,kǒuyīn,"oral speech sounds (linguistics), voice, accent"
1802,1803,練,進階,第4級,8.教育、學習,48,62,"[['練', ['14791']]]",ㄌㄧㄢˋ,liàn,"to practice, to train, to drill, to perfect (one's skill), exercise, (literary) white silk, to boil and scour raw silk"
1803,1804,流利,進階,第4級,8.教育、學習,8,4,"[['流利', ['14472']]]",ㄌㄧㄡˊ ㄌㄧˋ,liúlì,fluent
1804,1805,留學,進階,第4級,8.教育、學習,18,7,"[['留學', ['14550']]]",ㄌㄧㄡˊ ㄒㄩㄝˊ,liúxué,to study abroad
1805,1806,名詞,進階,第4級,8.教育、學習,30,18,"[['名詞', ['4845']]]",ㄇㄧㄥˊ ㄘˊ,míngcí,noun
1806,1807,簽名,進階,第4級,8.教育、學習,15,12,"[['簽名', ['25123']]]",ㄑㄧㄢ ㄇㄧㄥˊ,qiānmíng,"to sign (one's name with a pen etc), to autograph, signature"
1807,1808,生詞,進階,第4級,8.教育、學習,1,0,"[['生詞', ['35084']]]",ㄕㄥ ㄘˊ,shēngcí,"new word (in textbook), word that is unfamiliar or not yet studied, CL:組|组[zu3], 個|个[ge4]"
1808,1809,聲調,進階,第4級,8.教育、學習,9,1,"[['聲調', ['35125']]]",ㄕㄥ ㄉㄧㄠˋ,shēngdiào,"tone, note, a tone (on a Chinese syllable), CL:個|个[ge4]"
1809,1810,失敗,進階,第4級,8.教育、學習,139,57,"[['失敗', ['33128']]]",ㄕ ㄅㄞˋ,shībài,"to be defeated, to lose, to fail (e.g. experiments), failure, defeat, CL:次[ci4]"
1810,1811,退步,進階,第4級,8.教育、學習,5,5,"[['退步', ['11763']]]",ㄊㄨㄟˋ ㄅㄨˋ,tuìbù,"to do less well than before, to make a concession, setback, backward step, leeway, room to maneuver, fallback"
1811,1812,推薦,進階,第4級,8.教育、學習,52,16,"[['推薦', ['11711']]]",ㄊㄨㄟ ㄐㄧㄢˋ,tuījiàn,"to recommend, recommendation"
1812,1813,文章/文,進階,第4級,8.教育、學習,209,94,"[['文章', ['43893']], ['文', ['43846', '43966']]]",ㄨㄣˊ ㄓㄤ/ㄨㄣˊ,wénzhāng/wén,"article, essay, literary works, writings, hidden meaning, CL:篇[pian1], 段[duan4], 頁|页[ye4]"
1813,1814,文字,進階,第4級,8.教育、學習,114,57,"[['文字', ['43901']]]",ㄨㄣˊ ㄗˋ,wénzì,"character, script, writing, written language, writing style, phraseology, CL:個|个[ge4]"
1814,1815,系,進階,第4級,8.教育、學習,17,14,"[['系', ['26458']]]",ㄒㄧˋ,xì,"system, department, faculty"
1815,1816,校長,進階,第4級,8.教育、學習,52,69,"[['校長', ['27122']]]",ㄒㄧㄠˋ ㄓㄤˇ,xiàozhǎng,"(college, university) president, headmaster, CL:個|个[ge4], 位[wei4], 名[ming2]"
1816,1817,學費,進階,第4級,8.教育、學習,10,20,"[['學費', ['28481']]]",ㄒㄩㄝˊ ㄈㄟˋ,xuéfèi,"tuition fee, tuition, CL:個|个[ge4]"
1817,1818,演講,進階,第4級,8.教育、學習,63,41,"[['演講', ['41847']]]",ㄧㄢˇ ㄐㄧㄤˇ,yǎnjiǎng,"lecture, to make a speech"
1818,1819,研究所,進階,第4級,8.教育、學習,52,26,"[['研究所', ['41675']]]",ㄧㄢˊ ㄐㄧㄡˋ ㄙㄨㄛˇ,yánjiùsuǒ,"research institute, graduate studies, graduate school, CL:個|个[ge4]"
1819,1820,英雄,進階,第4級,8.教育、學習,90,28,"[['英雄', ['42394']]]",ㄧㄥ ㄒㄩㄥˊ,yīngxióng,"hero, CL:個|个[ge4]"
1820,1821,影印,進階,第4級,8.教育、學習,6,2,"[['影印', ['42538']]]",ㄧㄥˇ ㄧㄣˋ,yǐngyìn,"photographic reproduction, photocopying, photo-offset"
1821,1822,預習,進階,第4級,8.教育、學習,2,2,"[['預習', ['44528']]]",ㄩˋ ㄒㄧˊ,yùxí,to prepare a lesson
1822,1823,閱讀,進階,第4級,8.教育、學習,137,56,"[['閱讀', ['44634']]]",ㄩㄝˋ ㄉㄨˊ,yuèdú,"to read, reading"
1823,1824,證明,進階,第4級,8.教育、學習,133,56,"[['證明', ['30451']]]",ㄓㄥˋ ㄇㄧㄥˊ,zhèngmíng,"proof, certificate, identification, testimonial, CL:個|个[ge4], to prove, to testify, to confirm the truth of"
1824,1825,政治,進階,第4級,8.教育、學習,258,154,"[['政治', ['30431']]]",ㄓㄥˋ ㄓˋ,zhèngzhì,"politics, political"
1825,1826,支持,進階,第4級,8.教育、學習,164,234,"[['支持', ['28905']]]",ㄓ ㄔˊ,zhīchí,"to be in favor of, to support, to back, support, backing, to stand by, CL:個|个[ge4]"
1826,1827,中文系,進階,第4級,8.教育、學習,3,3,[],ㄓㄨㄥ ㄨㄣˊ ㄒㄧˋ,zhōngwénxì,Chinese department
1827,1828,主任,進階,第4級,8.教育、學習,56,43,"[['主任', ['30624']]]",ㄓㄨˇ ㄖㄣˋ,zhǔrèn,"director, head, CL:個|个[ge4]"
1828,1829,專家,進階,第4級,8.教育、學習,123,178,"[['專家', ['30915']]]",ㄓㄨㄢ ㄐㄧㄚ,zhuānjiā,"expert, specialist"
1829,1830,專心,進階,第4級,8.教育、學習,44,41,"[['專心', ['30923']]]",ㄓㄨㄢ ㄒㄧㄣ,zhuānxīn,"to focus one's attention, to concentrate on (doing sth)"
1830,1831,資訊,進階,第4級,8.教育、學習,154,70,"[['資訊', ['36649']]]",ㄗ ㄒㄩㄣˋ,zīxùn,information
1831,1832,作家,進階,第4級,8.教育、學習,86,18,"[['作家', ['37520']]]",ㄗㄨㄛˋ ㄐㄧㄚ,zuòjiā,"author, CL:個|个[ge4], 位[wei4]"
1832,1833,便利,進階,第4級,9.購物、商店,16,25,"[['便利', ['1625']]]",ㄅㄧㄢˋ ㄌㄧˋ,biànlì,"convenient, easy, to facilitate"
1833,1834,超級,進階,第4級,9.購物、商店,30,32,"[['超級', ['31744']]]",ㄔㄠ ㄐㄧˊ,chāojí,"super-, ultra-, hyper-"
1834,1835,襯衫,進階,第4級,9.購物、商店,22,3,"[['襯衫', ['32080']]]",ㄔㄣˋ ㄕㄢ,chènshān,"shirt, blouse, CL:件[jian4]"
1835,1836,大小,進階,第4級,9.購物、商店,72,32,"[['大小', ['7221']]]",ㄉㄚˋ ㄒㄧㄠˇ,dàxiǎo,"large and small, size, adults and children, consideration of seniority, at any rate"
1836,1837,地攤,進階,第4級,9.購物、商店,1,1,"[['地攤', ['8433']]]",ㄉㄧˋ ㄊㄢ,dìtān,street stall with goods laid out on the ground
1837,1838,電池,進階,第4級,9.購物、商店,12,66,"[['電池', ['8974']]]",ㄉㄧㄢˋ ㄔˊ,diànchí,"battery, CL:節|节[jie2], 組|组[zu3]"
1838,1839,購買,進階,第4級,9.購物、商店,59,24,"[['購買', ['16288']]]",ㄍㄡˋ ㄇㄞˇ,gòumǎi,"to purchase, to buy"
1839,1840,顧客,進階,第4級,9.購物、商店,119,14,"[['顧客', ['16846']]]",ㄍㄨˋ ㄎㄜˋ,gùkè,"customer, client, CL:位[wei4]"
1840,1841,廣告,進階,第4級,9.購物、商店,126,26,"[['廣告', ['17550']]]",ㄍㄨㄤˇ ㄍㄠˋ,guǎnggào,"to advertise, a commercial, advertisement, CL:項|项[xiang4]"
1841,1842,櫃檯/櫃台/櫃臺,進階,第4級,9.購物、商店,21,4,[],ㄍㄨㄟˋ ㄊㄞˊ ,guìtái,"sales counter, front desk, bar, (of markets, medicines etc) OTC (over-the-counter)"
1842,1843,價格,進階,第4級,9.購物、商店,69,77,"[['價格', ['21966']]]",ㄐㄧㄚˋ ㄍㄜˊ,jiàgé,"price, CL:個|个[ge4]"
1843,1844,剪刀,進階,第4級,9.購物、商店,9,13,"[['剪刀', ['22873']]]",ㄐㄧㄢˇ ㄉㄠ,jiǎndāo,"scissors, CL:把[ba3]"
1844,1845,鏡子/鏡,進階,第4級,9.購物、商店,63,28,"[['鏡子', ['23804']], ['鏡', ['23799']]]",ㄐㄧㄥˋ ˙ㄗ/ㄐㄧㄥˋ,jìngzi/jìng,"mirror, CL:面[mian4], 個|个[ge4]"
1845,1846,免費,進階,第4級,9.購物、商店,26,38,"[['免費', ['4620']]]",ㄇㄧㄢˇ ㄈㄟˋ,miǎnfèi,free (of charge)
1846,1847,牛仔褲,進階,第4級,9.購物、商店,7,3,"[['牛仔褲', ['12730']]]",ㄋㄧㄡˊ ㄗˇ ㄎㄨˋ,niúzǐkù,"jeans, CL:條|条[tiao2]"
1847,1848,牌子/牌,進階,第4級,9.購物、商店,46,29,"[['牌子', ['2578']], ['牌', ['2570']]]",ㄆㄞˊ ˙ㄗ/ㄆㄞˊ,páizi/pái,"sign, trademark, brand"
1848,1849,品質,進階,第4級,9.購物、商店,85,117,"[['品質', ['3269']]]",ㄆㄧㄣˇ ㄓˊ,pǐnzhí,"character, intrinsic quality (of a person), quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)"
1849,1850,鉛筆,進階,第4級,9.購物、商店,12,13,"[['鉛筆', ['25112']]]",ㄑㄧㄢ ㄅㄧˇ,qiānbǐ,"(lead) pencil, CL:支[zhi1], 枝[zhi1], 桿|杆[gan3]"
1850,1851,熱門,進階,第4級,9.購物、商店,12,15,"[['熱門', ['35922']]]",ㄖㄜˋ ㄇㄣˊ,rèmén,"popular, hot, in vogue"
1851,1852,數量,進階,第4級,9.購物、商店,49,76,"[['數量', ['35461']]]",ㄕㄨˋ ㄌㄧㄤˋ,shùliàng,"amount, quantity (CL:個|个[ge4]), quantitative, (math.) scalar quantity"
1852,1853,塑膠,進階,第4級,9.購物、商店,21,96,"[['塑膠', ['39090']]]",ㄙㄨˋ ㄐㄧㄠ,sùjiāo,"synthetic resin, plastic cement, (Tw) plastic"
1853,1854,攤子,進階,第4級,9.購物、商店,5,3,"[['攤子', ['10448']]]",ㄊㄢ ˙ㄗ,tānzi,"booth, vendor's stall, (fig.) organizational structure, scale of operations"
1854,1855,現金,進階,第4級,9.購物、商店,17,7,"[['現金', ['27476']]]",ㄒㄧㄢˋ ㄐㄧㄣ,xiànjīn,cash
1855,1856,修,進階,第4級,9.購物、商店,50,74,"[['修', ['27176']]]",ㄒㄧㄡ,xiū,"to decorate, to embellish, to repair, to build, to write, to cultivate, to study, to take (a class)"
1856,1857,找錢,進階,第4級,9.購物、商店,1,1,"[['找錢', ['29665']]]",ㄓㄠˇ ㄑㄧㄢˊ,zhǎoqián,to give change
1857,1858,材料,進階,第4級,10.餐飲、烹飪,52,105,"[['材料', ['37948']]]",ㄘㄞˊ ㄌㄧㄠˋ,cáiliào,"(raw) material, data, (fig.) person who has the potential to do the job"
1858,1859,茶葉,進階,第4級,10.餐飲、烹飪,11,68,"[['茶葉', ['31603']]]",ㄔㄚˊ ㄧㄝˋ,cháyè,"tea, tea leaves, CL:盒[he2], 罐[guan4], 包[bao1], 片[pian4]"
1859,1860,醋,進階,第4級,10.餐飲、烹飪,9,13,"[['醋', ['38292']]]",ㄘㄨˋ,cù,"vinegar, jealousy (in love rivalry)"
1860,1861,蓋,進階,第4級,10.餐飲、烹飪,108,164,"[['蓋', ['15937', '16040']]]",ㄍㄞˋ,gài,"lid, top, cover, canopy, to cover, to conceal, to build"
1861,1862,蓋子,進階,第4級,10.餐飲、烹飪,7,12,[],ㄍㄞˋ ˙ㄗ,gàizi,"cover, lid, shell"
1862,1863,高麗菜,進階,第4級,10.餐飲、烹飪,5,29,[],ㄍㄠ ㄌㄧˊ ㄘㄞˋ,gāolícài,"cabbage (CL:顆|颗[ke1], 個|个[ge4]), Taiwan pr. [gao1 li4 cai4]"
1863,1864,鍋子/鍋,進階,第4級,10.餐飲、烹飪,51,48,"[['鍋子', ['16930']], ['鍋', ['16924']]]",ㄍㄨㄛ ˙ㄗ/ㄍㄨㄛ,guōzi/guō,"pot, pan, wok, cauldron, pot-shaped thing, hotpot"
1864,1865,胡椒,進階,第4級,10.餐飲、烹飪,7,1,"[['胡椒', ['19907']]]",ㄏㄨˊ ㄐㄧㄠ,hújiāo,pepper
1865,1866,加熱,進階,第4級,10.餐飲、烹飪,7,17,"[['加熱', ['21752']]]",ㄐㄧㄚ ㄖㄜˋ,jiārè,to heat
1866,1867,醬油,進階,第4級,10.餐飲、烹飪,9,26,"[['醬油', ['23543']]]",ㄐㄧㄤˋ ㄧㄡˊ,jiàngyóu,soy sauce
1867,1868,口味,進階,第4級,10.餐飲、烹飪,20,22,"[['口味', ['18356']]]",ㄎㄡˇ ㄨㄟˋ,kǒuwèi,"a person's preferences, tastes (in food), flavor"
1868,1869,辣椒,進階,第4級,10.餐飲、烹飪,7,18,"[['辣椒', ['13199']]]",ㄌㄚˋ ㄐㄧㄠ,làjiāo,"hot pepper, chili"
1869,1870,美食,進階,第4級,10.餐飲、烹飪,11,24,"[['美食', ['3962']]]",ㄇㄟˇ ㄕˊ,měishí,"culinary delicacy, fine food, gourmet food"
1870,1871,奶油,進階,第4級,10.餐飲、烹飪,13,9,"[['奶油', ['12194']]]",ㄋㄞˇ ㄧㄡˊ,nǎiyóu,"cream, butter, (coll.) effeminate"
1871,1872,皮,進階,第4級,10.餐飲、烹飪,51,61,"[['皮', ['2989']]]",ㄆㄧˊ,pí,"leather, skin, fur, CL:張|张[zhang1], pico- (one trillionth), naughty"
1872,1873,切,進階,第4級,10.餐飲、烹飪,21,48,"[['切', ['24798', '24816']]]",ㄑㄧㄝ,qiē,"to cut, to slice, to carve, (math) tangential"
1873,1874,蔬菜,進階,第4級,10.餐飲、烹飪,23,148,"[['蔬菜', ['35308']]]",ㄕㄨ ㄘㄞˋ,shūcài,"vegetables, CL:種|种[zhong3]"
1874,1875,素食,進階,第4級,10.餐飲、烹飪,6,57,"[['素食', ['39032']]]",ㄙㄨˋ ㄕˊ,sùshí,"vegetarian food, to eat a vegetarian diet"
1875,1876,燙,進階,第4級,10.餐飲、烹飪,12,36,"[['燙', ['10653']]]",ㄊㄤˋ,tàng,"to scald, to burn (by scalding), to blanch (cooking), to heat (sth) up in hot water, to perm, to iron, scalding hot"
1876,1877,蝦子/蝦,進階,第4級,10.餐飲、烹飪,21,15,[],ㄒㄧㄚ ˙ㄗ/ㄒㄧㄚ,xiāzi/xiā,shrimp
